MKSA - LOG
Una linea por hito. Formato: YYYY-MM-DD HH:MM | etapa | que se hizo
2026-07-04 10:07 | T3 corte P VERIFICADO (hipotesis REFUTADA, resultado informativo) | javac --release 8 OK; agent/build.sh rebuild OK; cargo build --bin verify-fase1 OK. Runtime --tier3-real-base-reset-smoke con permisos escalados, corrido DOS veces contra Instancia 3 con resultado identico ambas veces: status=failed, liveSize=6045, baseSize=4814 (contentDiffersFromLive=true), error="UnsupportedOperationException", message="class redefinition failed: attempted to change superclass or interfaces", schemaUnchangedAfterFailure=true (redefineClasses es atomico por especificacion JVMTI: al tirar excepcion no aplico ningun cambio). Hipotesis REFUTADA para este target en su forma actual: el reset a base FALLA, no por conteo de campos/metodos (@Unique, lo que se anticipaba como riesgo principal) sino porque el mixin agrega una INTERFAZ al target que el universo estructural de corte M no detecto -- balm/RandomizableContainerBlockEntityMixin fue elegido "body-only" precisamente porque el scan de corte M (accessor_invoker_interfaces) no encontro ninguna interfaz Accessor/Invoker asociada, pero esa categoria solo cubre interfaces Accessor/Invoker DECLARADAS por el propio autor del mixin como shim de acceso -- no cubre el caso de que la clase mixin declare `implements AlgunaInterfaz` directamente sobre el target, mecanismo distinto y no medido, ya anotado como categoria futura pendiente ("implements_soft") en la nota de corte M. Control negativo intacto: no se toco tx.disable ni buildTxGate, canLowerDecision no aplica. 5 aserciones nuevas OK, cero fallos (el corte en si paso, el resultado REAL observado fue la refutacion), cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 11:14 | T3 corte Q Pilar 3 universo estructural: interface_contributions | Recomendacion explicita del asesor tras corte P: NO retomar el reset todavia, cerrar primero la brecha del modelo que P revelo, mismo ciclo incremental que M->N->O->P. Rechazado el nombre "implements_soft" (nombra el MECANISMO Mixin, no el efecto) -- nombre elegido: "interface_contributions", describe el EFECTO estructural (el target gana una o mas interfaces en su implements), union de los dos mecanismos confirmados: accessor_invoker_interface (mixin declarado como interface, ya cubierto por accessor_invoker_interfaces de corte M) y class_implements (mixin-clase normal con "implements AlgunaInterfaz" directo, el caso que corte P descubrio). Cambio de raiz en Tier3MixinAudit.ClassFile: readHeader() ya NO descarta la tabla "interfaces" del classfile (antes skipInterfaces(count) solo avanzaba el cursor) -- ahora resuelve cada indice a nombre dotted via className() y lo guarda en Header.interfaceNames; MixinInfo gana campo declaredInterfaces. Nueva buildInterfaceContributionsCategory(mods, modRoots) agregada como entrada nueva del mapa categories (accessor_invoker_interfaces queda intacta, sin cambiar su forma ni su codigo lector, tal como establece el comentario de corte M). --tier3-target-scout actualizado: el filtro de "body-only" ahora lee categories.interface_contributions en vez de accessor_invoker_interfaces (la categoria vieja se quedaba corta).
2026-07-04 11:14 | T3 corte Q VERIFICADO | javac --release 8 OK; agent/build.sh rebuild OK; cargo build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados: t3.structuralUniverse devuelve categories.interface_contributions con model=interface_contributions_v1, available=true, total=222 sobre 205 targets. Confirmacion empirica directa contra corte P: net.minecraft.class_2621 (el target congelado que fallo redefineClasses()) SI aparece ahora en interface_contributions.byTarget, con mechanism=class_implements, mixin=net.blay09.mods.balm.internal.mixin.RandomizableContainerBlockEntityMixin, interfaces=[net.blay09.mods.balm.world.level.storage.loot.UnpackedLootTableHolder] -- la interfaz exacta que la clase mixin implementa y que Mixin mergea al target, la causa real (y ahora visible) del fallo de corte P. Runtime --tier3-target-scout confirma el efecto practico: excluidos por jerarquia subio de un numero menor (solo accessor_invoker_interfaces) a 205 (interface_contributions completo), class_2621 ya NO aparece entre los 78 candidatos exactos ni los 2 cercanos, nuevo mejor candidato sugerido = net.minecraft.class_826 (balm). accessor_invoker_interfaces queda intacta (misma forma, mismo codigo lector, corte M no se toco). Control negativo intacto: canLowerDecision sigue false (universo estructural sigue siendo solo diagnostico). Aserciones nuevas OK en ambos flags, cero fallos, cierre WM_CLOSE limpio, VERIFICACION OK en los dos runs.
2026-07-04 11:52 | T3 corte Q (extension): rationale explicito del candidato en --tier3-target-scout | Pedido explicito del usuario tras aprobar avanzar con class_826: no basta con "el scout lo eligio", cada candidato debe traer un checklist auditable de los seis criterios que realmente lo hicieron pasar el filtro, pensado para justificar decisiones dentro de meses cuando haya decenas de cortes. Found (verify-fase1.rs) gano cinco campos booleanos (rationale_order_verified, rationale_unique_ownership, rationale_no_interface_contributions, rationale_no_accessor_invoker_interfaces, rationale_no_transformer_overlap), poblados en el momento de construir cada Found dentro del loop de target_plans (no inferidos despues): order_verified tal cual, !shared, !hierarchy_targets.contains(target) (interface_contributions, el filtro real), !ai_targets.contains(target) (accessor_invoker_interfaces por separado, nuevo HashSet solo para trazabilidad), quiesced. El bloque "MEJOR CANDIDATO SUGERIDO" ahora imprime "Candidate rationale:" con una linea check/cross por criterio, mas body-only (current_mixins==1) inferido directo del campo existente. cargo build --bin verify-fase1 OK (solo los 5 warnings preexistentes de id). Runtime --tier3-target-scout contra Instancia 3: candidato sugerido ns=balm mod=Balm target=net.minecraft.class_826, las seis lineas del rationale salen todas en check (runtimeOrder verified, unique ownership, no interface_contributions, no accessor_invoker_interfaces, no transformer overlap, body-only), 79 candidatos exactos (variacion normal de escaneo respecto a los 78 de corte Q). Cero cambio de criterio de filtrado, solo trazabilidad. Cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 12:30 | T3 corte R Pilar 3 identity redefine retargeteado sobre class_826 | Repeticion literal de la hipotesis de corte N (identity redefine, bytes vivos -> los mismos bytes vivos), retargeteada al candidato nuevo elegido por el scout tras el fix de corte Q: balm/net.minecraft.class_826 (ChestRendererMixin), sin el punto ciego de interfaz no detectada que refuto corte P sobre class_2621. Reutiliza Tier3RealTargetRedefineSmoke (dev.mksa.agent) retargeteado en el mismo archivo (TARGET_DOTTED, FROZEN_MIXIN, receipt.txId actualizados a class_826/ChestRendererMixin/corte-r) en vez de duplicar la clase -- el smoke es una herramienta reusable, no un registro historico; la evidencia de class_2621 (corte N) queda intacta en este mismo log. --tier3-real-apply-smoke en verify-fase1.rs retargeteado igual (constantes/asserts actualizados), con la asercion final de status/schemaStable deliberadamente SUAVIZADA antes de correr (sin forzar "ok" de antemano, mismo criterio de honestidad que corte P) hasta observar el resultado real.
2026-07-04 12:30 | T3 corte R VERIFICADO | cargo build --bin verify-fase1 OK. Runtime --tier3-real-apply-smoke con permisos escalados contra Instancia 3: resultado real observado (no forzado) status=ok, resolved=true, redefineSupported=true, modifiableClass=true, liveBytesAvailable=true, preDeclaredMethods=postDeclaredMethods=9, preDeclaredFields=postDeclaredFields=5, schemaStable=true. Misma conclusion que corte N pero sobre el candidato nuevo: identity redefine tiene EXITO tambien sobre net.minecraft.class_826 sin el punto ciego de interfaz. Asercion endurecida post-hoc (status=="ok" && schemaStable==true) ahora que el resultado real fue observado. Control negativo intacto: no se toco tx.disable ni buildTxGate. Cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 12:55 | T3 corte S Pilar 3 content redefine retargeteado sobre class_826 | Repeticion literal de la hipotesis de corte O (redefineClasses() con contenido genuinamente distinto, mutando el atributo SourceFile, con roundtrip de vuelta a los bytes vivos), retargeteada al candidato balm/net.minecraft.class_826. Reutiliza Tier3RealTargetContentRedefineSmoke (dev.mksa.agent) retargeteado en el mismo archivo (constantes + receipt.txId=real-target-content-redefine-smoke-corte-s); evidencia de corte O sobre class_2621 intacta en este log (2026-07-04 09:51) y en proyecto.md §3.35. --tier3-real-content-redefine-smoke en verify-fase1.rs retargeteado igual, con la asercion final sobre status/schemaStable suavizada hasta observar el resultado real (mismo criterio de honestidad que corte P/R).
2026-07-04 12:55 | T3 corte S VERIFICADO | cargo build --bin verify-fase1 OK. Runtime --tier3-real-content-redefine-smoke con permisos escalados contra Instancia 3: resultado real observado status=ok, sourceFileValue="class_826.java" mutado a "Class_826.java" (contentDiffersFromLive=true), pre=mid=post=9/5 (methods/fields), schemaStableAfterMutation=true, schemaStableAfterRollback=true, rollbackOk=true. Misma conclusion que corte O, confirmada tambien sobre class_826: un redefineClasses() real con contenido genuinamente distinto (no identity) tiene EXITO, y el roundtrip de vuelta a los bytes vivos originales tambien. Asercion endurecida post-hoc. Control negativo intacto: no se toco tx.disable ni buildTxGate. Cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 13:20 | T3 corte T Pilar 3 reset a base retargeteado sobre class_826 | Repeticion literal de la hipotesis de corte P (redefineClasses() real live->base, primer paso real del pipeline de demix), retargeteada al candidato balm/net.minecraft.class_826 -- el mismo elegido por el scout tras cerrar la brecha de corte Q, con las seis lineas de rationale en verde (incluyendo body-only y no interface_contributions). Reutiliza Tier3RealTargetBaseResetSmoke (dev.mksa.agent) retargeteado (constantes + receipt.txId=real-target-base-reset-smoke-corte-t); evidencia de corte P sobre class_2621 intacta en este log (2026-07-04 10:07) y en proyecto.md §3.36. --tier3-real-base-reset-smoke ya estaba escrito en estilo generico (sin forzar "ok" ni "failed" de antemano, aceptando ambos resultados con distintas sub-aserciones), asi que no requirio ablandar ninguna asercion -- solo actualizar constantes de identidad/etiquetas.
2026-07-04 13:20 | T3 corte T VERIFICADO (hipotesis REFUTADA de nuevo, por una causa DISTINTA a corte P) | cargo build --bin verify-fase1 OK. Runtime --tier3-real-base-reset-smoke con permisos escalados contra Instancia 3: status=failed, liveSize=10523, baseSize=9557 (contentDiffersFromLive=true), error="UnsupportedOperationException", message="class redefinition failed: attempted to delete a method", schemaUnchangedAfterFailure=true (atomico, sin cambios aplicados). A diferencia de corte P (fallo por interfaz no detectada, ya cerrado por corte Q), este target -- que SI pasa el filtro interface_contributions y es body-only en el sentido de "un solo mixin, cero interfaces nuevas" -- falla por un mecanismo distinto: ChestRendererMixin agrega al menos un METODO NUEVO al target (no solo modifica cuerpos de metodos existentes), algo que ni accessor_invoker_interfaces ni interface_contributions miden (ambas categorias son sobre INTERFACES, no sobre miembros nuevos declarados directamente por una mixin-clase normal). Confirma que "body-only" en su definicion actual del scout (unico mixin + fuera de interface_contributions) es insuficiente: falta una categoria de universo estructural sobre "aportes de miembros nuevos" (metodos/campos agregados por mixins normales, no via interfaz) -- brecha analoga a la que interface_contributions cerro para interfaces, ahora necesaria para miembros. Control negativo intacto: no se toco tx.disable ni buildTxGate. 8 aserciones (genericas, sin cambios) OK, cero fallos del corte en si (el resultado real observado fue la refutacion), cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 14:05 | T3 corte U Pilar 3 universo estructural: method_contributions + field_contributions | Reformulacion explicita del usuario: el universo estructural deja de pensarse como una coleccion de casos especiales y pasa a responder una unica pregunta ABI -- que elementos de la definicion de una clase deben existir desde el primer defineClass() para que Mixin nunca necesite redefineClasses() para cambiar su forma. interface_contributions (corte M/Q) ya respondia esa pregunta para interfaces; corte U cierra el hueco que corte T revelo (mixin que agrega un metodo nuevo, "attempted to delete a method" al resetear a base) con dos categorias hermanas nuevas: method_contributions y field_contributions, mismo formato (model/available/total/byTarget) que interface_contributions, agregadas PLANAS en categories (no anidadas bajo un padre nuevo -- el nombre tentativo "member_contributions" de corte T queda descartado en favor de dos categorias separadas, para no romper el invariante de lectura plana de corte M). buildMethodContributionsCategory/buildFieldContributionsCategory (Tier3MixinAudit.java) reusan methodOperation(m, null)/fieldOperation(f, null) -- las mismas funciones ya usadas por mixinDiffs/hasDestructiveOperation con base real -- y retienen solo las operaciones ADITIVAS por anotacion (method_transform/method_accessor_bridge/method_add_unique/method_add_declared; field_add_unique/field_add_declared), porque en boot (antes de que cargue cualquier clase de Minecraft) no hay bytecode base disponible. A diferencia de interface_contributions (una entrada por mixin), la entrada aqui es por MIEMBRO individual (name+desc). --tier3-target-scout extendido: el filtro real de exclusion ahora es la union de interface_contributions/method_contributions/field_contributions; Found gano rationale_no_method_contributions y rationale_no_field_contributions.
2026-07-04 14:05 | T3 corte U VERIFICADO | javac --release 8 OK; agent/build.sh rebuild OK; cargo build --bin verify-fase1 OK (solo los 5 warnings preexistentes de id). Runtime --tier3-audit con permisos escalados: method_contributions con available=true, total=1621 sobre 367 targets; field_contributions con available=true, total=253 sobre 156 targets. Confirmacion empirica directa contra corte T: net.minecraft.class_826 SI aparece en method_contributions.byTarget, con mixin=net.blay09.mods.balm.internal.mixin.ChestRendererMixin, member.name=chooseMaterial, operation=method_transform -- el metodo exacto cuya adicion hizo fallar el reset a base en corte T. Runtime --tier3-target-scout confirma el efecto practico: excluidos por jerarquia subio de 205 (solo interface_contributions) a 542 (union de las tres categorias); class_826 ya NO aparece entre los candidatos (8 exactos, 0 cercanos); nuevo mejor candidato sugerido = net.minecraft.class_1922 (fabric-block-view-api-v2), con las ocho lineas de rationale (incluyendo no method_contributions y no field_contributions) en check. interface_contributions/accessor_invoker_interfaces quedan intactas (misma forma, mismo codigo lector). Control negativo intacto: canLowerDecision sigue false. Por instruccion explicita del usuario, este corte NO busca ni corre un nuevo candidato de reset real sobre class_1922 -- queda pendiente para un corte futuro (V), con aprobacion separada. Aserciones nuevas OK en ambos flags, cero fallos, cierre WM_CLOSE limpio, VERIFICACION OK en los dos runs.
2026-07-04 15:45 | T3 corte V Pilar 3 universo estructural: field_modifier_contributions (cierre del catalogo Mixin) | Instruccion explicita del usuario tras corte U: en vez de seguir descubriendo categorias una por corte via fallos reales, pidio el catalogo COMPLETO de Mixin de una sola vez. Un agente de investigacion leyo el codigo fuente real de Mixin (MixinApplicatorStandard/MixinTargetContext/MixinInfo, jar real sponge-mixin-0.17.0+mixin.0.8.7.jar, cruzado contra fuentes 0.8.5) y confirmo que interface_contributions/method_contributions/field_contributions (cortes M/Q/U) agotan toda alta de miembro nuevo, y que no existe en Mixin 0.8.x ningun mecanismo que cambie superName o access flags de la CLASE del target. Encontro un caso suelto: @Shadow+@Mutable sobre un campo quita ACC_FINAL a un campo YA EXISTENTE (mergeShadowFields), mutacion de forma real para JVMTI aunque no sea un alta. Por instruccion directa del usuario ("no podemos dejar nada por fuera, si queremos abarcar todo, tiene que ser todo"), este corte agrega la cuarta categoria: fieldOperation gano el branch field_shadow_mutable (evaluado antes del @Shadow simple), hasDestructiveOperation tambien lo marca junto a field_collision_or_merge, y buildFieldModifierContributionsCategory (misma forma que field_contributions, model field_modifier_contributions_v1) se agrega PLANA en categories. tier3_target_scout_check gano el cuarto set de exclusion field_modifier_targets sumado al filtro real y al rationale (rationale_no_field_modifier_contributions).
2026-07-04 15:45 | T3 corte V VERIFICADO -- catalogo Mixin CONFIRMADO CERRADO | agent/build.sh y cargo build --bin verify-fase1 limpios. Runtime --tier3-audit: field_modifier_contributions con available=true, total=12 sobre 12 targets, todos mods de Fabric API (rendering-v1, item-api-v1, biome-api-v1, object-builder-api-v1 x2, key-binding-api-v1, resource-loader-v1, content-registries-v0, loot-api-v3, particles-v1) mas una entrada de fusion, cada uno mutando una coleccion de final a mutable via @Shadow+@Mutable. Runtime --tier3-target-scout: resumen de universo estructural imprime las cuatro categorias (205 jerarquia, 367 metodos, 156 campos, 12 modificador de campo); mejor candidato sugerido sigue siendo net.minecraft.class_1922 (fabric-block-view-api-v2), sin cambios (ninguno de sus mixins usa @Shadow+@Mutable), con la novena linea de rationale (no field_modifier_contributions) en verde. Estas cuatro categorias agotan, por lectura directa del codigo fuente de Mixin 0.8.x, todas las formas en que Mixin cambia la estructura de un target -- no queda brecha conocida pendiente de descubrir por fallo real. Control negativo intacto: canLowerDecision sigue false, tx.disable sigue TIER3_DEMIX_NOT_EXECUTABLE. Por instruccion del usuario, este corte NO prueba class_1922 como candidato real -- pendiente de aprobacion separada, en un corte futuro que tomara la siguiente letra disponible (no V). Aserciones nuevas OK en ambos flags, cero fallos, cierre WM_CLOSE limpio, VERIFICACION OK en los dos runs.
2026-07-04 16:00 | T3 corte W/X/Y Pilar 3 retargeteo a class_1922 (fabric-block-view-api-v2) | Aprobacion explicita del usuario ("prueba el candidato"), diferida en cortes U y V, para correr el ciclo real de tres smokes sobre el candidato senalado por el scout tras el cierre del catalogo Mixin: net.minecraft.class_1922 (fabric-block-view-api-v2), unico mixin net.fabricmc.fabric.mixin.blockview.BlockGetterMixin -- pasa las nueve lineas de rationale, incluyendo las CUATRO categorias de universo estructural confirmadas cerradas en corte V (interface/method/field/field_modifier_contributions), a diferencia de class_826 (candidato de R/S/T) que solo habia sido verificado contra UNA categoria (interface_contributions de corte Q) al momento de esas pruebas. Mismo patron de retargeting in-place que uso R/S/T sobre N/O/P: Tier3RealTargetRedefineSmoke/Tier3RealTargetContentRedefineSmoke/Tier3RealTargetBaseResetSmoke (dev.mksa.agent) y sus tres funciones de verify-fase1.rs actualizados a las nuevas constantes (TARGET_DOTTED=net.minecraft.class_1922, FROZEN_NS=fabric-block-view-api-v2, FROZEN_MIXIN=BlockGetterMixin) y nuevos txId (corte-w/corte-x/corte-y). Aserciones finales de W y X (que en R/S ya estaban endurecidas a status=="ok" porque el resultado ya se conocia) se dejaron deliberadamente SUAVIZADAS (solo exigen status en {ok,failed,unsupported}) hasta observar el resultado real sobre class_1922, genuinamente desconocido de antemano; la logica de Y (corte T) ya era agnostica de status desde que se escribio para corte P, asi que no requirio suavizado. javac --release 8 OK, agent/build.sh OK, cargo build --bin verify-fase1 OK (solo los 5 warnings preexistentes de id).
2026-07-04 16:05 | T3 corte W VERIFICADO | Runtime --tier3-real-apply-smoke con permisos escalados contra Instancia 3: resultado real observado status=ok, resolved=true, redefineSupported=true, modifiableClass=true, liveBytesAvailable=true, liveSize=16226, preDeclaredMethods=postDeclaredMethods=20, preDeclaredFields=postDeclaredFields=0, schemaStable=true, receipt.status=OK. Identity redefine (bytes vivos -> los mismos bytes vivos) tiene EXITO tambien sobre net.minecraft.class_1922, misma conclusion que N/R. Control negativo intacto: no se toco tx.disable ni buildTxGate. Cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 16:10 | T3 corte X VERIFICADO | Runtime --tier3-real-content-redefine-smoke con permisos escalados contra Instancia 3: resultado real observado status=ok, sourceFileValue="class_1922.java" mutado a "Class_1922.java" (contentDiffersFromLive=true, mismo largo), pre=mid=post=20/0 (methods/fields), schemaStableAfterMutation=true, schemaStableAfterRollback=true, rollbackOk=true, receipt.status=OK. Un redefineClasses() real con contenido genuinamente distinto (no identity), mas el roundtrip de vuelta a los bytes vivos originales, tambien tiene EXITO sobre net.minecraft.class_1922, misma conclusion que O/S. Control negativo intacto. Cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 16:22 | T3 corte Y VERIFICADO (hipotesis REFUTADA por TERCERA vez, cada vez por una causa distinta) | Runtime --tier3-real-base-reset-smoke con permisos escalados contra Instancia 3: status=failed, liveSize=16226, baseSize=15912 (contentDiffersFromLive=true), error="UnsupportedOperationException", message="class redefinition failed: attempted to change superclass or interfaces", schemaUnchangedAfterFailure=true (atomico, sin cambios aplicados). Hallazgo importante: a diferencia de P (interfaz no detectada, cerrado por Q) y T (metodo nuevo no detectado, cerrado por U), este candidato SI pasa las CUATRO categorias del catalogo Mixin confirmado cerrado en V -- el diff de declaracion (mixinDiffs) para BlockGetterMixin muestra changesTotal=0 y runtimeMergedMembersTotal=0, es decir, por lectura de las anotaciones (@Shadow/@Unique/implements) de la propia clase mixin, este mixin no declara NINGUN aporte estructural. Aun asi, el redefine live->base real fallo por cambio de interfaces/superclase. Conclusion honesta: el catalogo cerrado de corte V describe correctamente TODOS los mecanismos por los que la ANOTACION de un mixin agrega forma nueva, pero eso no garantiza que el bytecode base (classpath, pre-mixin) y el bytecode vivo (cargado, post-transformacion completa de Mixin) coincidan en su tabla de interfaces -- hay una diferencia estructural real entre ambos que el escaneo de declaraciones no capturo, de origen aun no diagnosticado (candidato mas probable: class_1922 es la interfaz BlockGetter de Minecraft, y el mecanismo de merge de Mixin sobre TARGETS QUE SON INTERFACES podria diferir del mecanismo sobre targets que son clases, categoria no contemplada por el catalogo actual, que fue derivado leyendo el camino de targets-clase). Esto queda marcado explicitamente como [VERIFY]/investigacion pendiente, no como una quinta categoria confirmada -- no se investigo la causa raiz en este corte, solo se documenta el resultado real observado tal como exige la disciplina de corte. Control negativo intacto: no se toco tx.disable ni buildTxGate, canLowerDecision sigue false. Aserciones genericas OK, cero fallos del corte en si (el resultado real fue la refutacion), cierre WM_CLOSE limpio, VERIFICACION OK.
2026-07-04 16:30 | T3 corte W/X endurecimiento post-hoc | Con los resultados reales de W/X confirmados (status=ok en ambos), las aserciones de tier3_real_apply_smoke_check y tier3_real_content_redefine_smoke_check en verify-fase1.rs se endurecieron de "status en {ok,failed,unsupported}" a exigir status=="ok" + schemaStable/rollbackOk, mismo criterio ya usado para endurecer R/S tras su primera corrida real. La logica de corte Y (tier3_real_base_reset_smoke_check) no se toca -- sigue agnostica de status, correcto dado que su resultado real fue "failed". cargo build --bin verify-fase1 OK (solo los 5 warnings preexistentes de id).
2026-07-05 12:30 | Fase 8 corte Z: escape hatches MKSA_JAVA_PATH/MKSA_EXTRA_JVM_ARGS en jvm.rs/launch.rs | Aprobado por el usuario ("si quiero seguir por ahi") tras Fase 7 (spike JBR21 con mixin sintetico). Dos escape hatches solo-harness, mismo patron que MKSA_AGENT_JAR/MKSA_QUICKPLAY_WORLD: jvm.rs::resolve() prioriza MKSA_JAVA_PATH si esta puesta (saltea filtro de required_majors a proposito); launch.rs::launch_inner() inyecta tokens de MKSA_EXTRA_JVM_ARGS antes de -javaagent. Sin ninguna variable puesta, comportamiento de produccion identico al actual. cargo build --bin verify-fase1 limpio, cero warnings nuevos. Quedan permanentes en el codigo por decision del plan aprobado.
2026-07-05 12:45 | Fase 8 corte Z primer intento: fallo por precondicion (ConcurrentModificationException) | Runtime bajo JBR21+AllowEnhancedClassRedefinition contra Instancia 3: Boot.enumerateFabricMods() itera getAllMods() sin copiarlo, el loader lo muto en paralelo, broto ConcurrentModificationException, aborto enumeracion de mods (mods/modRoots vacios). t3.realTargetBaseResetSmoke devolvio status=unsupported/reason=live_bytes_missing (liveBytesAvailable=false, baseBytesAvailable=false) -- resultado distinto a todo corte P/T/W/X/Y anterior. Diagnosticado como carrera preexistente en el agente, no especifica de JBR21, sin fix aplicado en este corte.
2026-07-05 13:00 | Fase 8 corte Z VERIFICADO -- hipotesis CONFIRMADA por primera vez | Segunda corrida identica (mismo MKSA_JAVA_PATH/MKSA_EXTRA_JVM_ARGS): enumeracion de mods normal, smoke llego al punto real. Resultado real observado sobre net.minecraft.class_1922 (BlockGetterMixin, fabric-block-view-api-v2) bajo JBR21: status=ok, liveBytesAvailable=true, baseBytesAvailable=true, liveSize=16226, baseSize=15912 (contentDiffersFromLive=true), pre=mid=post=20/0 (methods/fields), schemaStableAfterReset=true, schemaStableAfterRollback=true, rollbackOk=true, receipt con 6 steps en OK. Veredicto del harness: "hipotesis CONFIRMADA (redefineClasses real live->base tuvo EXITO y volvio via roundtrip)". Mismo target exacto que P/T/Y habian refutado bajo el JDK estandar (UnsupportedOperationException: attempted to change superclass or interfaces). Confirma sobre bytecode real de Minecraft/Mixin el hallazgo de Fase 7 (hasta ahora solo sobre mixin sintetico). Usuario aprobo explicitamente adoptar JBR21 como JVM dedicada de MKSA para produccion tras este resultado. Verificado ademas que jvm.rs::ensure_jbr() ya descarga un JBR21 OFICIAL de JetBrains (no el binario propio de JVMIKA) y que AllowEnhancedClassRedefinition es nativo de ese fork, no un parche de JVMIKA. Detalle completo en docs/proyecto.md §3.44.
2026-07-05 14:00 | Fase 9 Parte A: JBR21 como JVM de produccion por defecto | Aprobado por el usuario ("jbr21 sera nuestra jvm dedicada para todo"). jvm.rs::ResolvedJava gana campo is_jbr (true solo via ensure_jbr(), nunca heuristica); jvm.rs::resolve() corta temprano a ensure_jbr() cuando required_majors contiene 21 en Windows, sin recorrer instance.cfg/JAVA_HOME/rutas estandar (unico caso real del proyecto); launch.rs::launch_inner() agrega -XX:+AllowEnhancedClassRedefinition por defecto cuando resolved.is_jbr, ademas del escape hatch MKSA_EXTRA_JVM_ARGS existente. cargo build limpio (5 warnings preexistentes de id, ninguno nuevo). instance.cfg de Instancia 3 deja de usarse para lanzamientos reales -- efecto esperado.
2026-07-05 14:15 | Fase 9 Parte B: Corte AA VERIFICADO -- hipotesis de cierre de runtime_transformed_bytes_missing REFUTADA | Nueva funcion tier3_runtime_transformed_bytes_check() en verify-fase1.rs (--tier3-runtime-transformed-bytes), sin cambios al agente Java: abre sesion real bajo los defaults de Parte A (sin overrides de harness, confirmado que resolvio javaw.exe de %LOCALAPPDATA%/MKSA/jbr) y observa t3.mixinPlan(ns=fabric-block-view-api-v2) -- misma llamada que W/X/Y/Z ya hacian sin mirar liveBytesCaptured/txGate. Resultado real: targetClassesTotal=6 (no 1 como asumia el comentario "mixin unico BlockGetterMixin", que describia solo el candidato elegido); liveBytesCapturedCount=3/6; liveBytesCaptured=false; runtime_transformed_bytes_missing sigue en txGate.blockers junto a demix_not_executable/runtime_mixin_order_unverified/tier3_tx_apply_not_implemented/rollback_pipeline_pending. Causa: liveBytesCaptured es AND logico sobre TODO el targetSet del namespace, no un check per-target -- class_1922 individualmente SI tiene bytes vivos capturados (confirmado en corte Z), pero el gate exige los 6. Cierre real pendiente de decision de diseño: forzar carga de los 6 targets en sesion, o rediseñar el gate a per-target. VERIFICACION OK, control negativo intacto. Detalle en docs/proyecto.md §3.45.
2026-07-05 19:00 | Corte AB VERIFICADO -- transformacion sintetica offline de Mixin CONFIRMADA sobre los 6 targets reales | Pregunta directa del usuario tras corte AA: si el sistema esta condenado a esperar a que un mod dispare su funcion especial para saber que hace. Investigacion de codigo real (javap sobre sponge-mixin 0.17.3) confirmo IMixinTransformer.transformClassBytes(name, transformedName, basicClass) invocable reflectivamente via MixinEnvironment.getCurrentEnvironment().getActiveTransformer() (instancia, no estatico), sin cache que bloquee reinvocacion. Confirmado primero en spike aislado (E:/tmp/mixin-real-toggle-spike/, fuera del repo, mixin sintetico Target2/Target2Mixin): sha256 sintetico == organico exacto, cero interferencia en la carga real posterior. Repetido dentro del repo real contra fabric-block-view-api-v2 (los 6 targets, no solo class_1922): nueva clase Tier3OfflineTransformCheck.java, comando IPC t3.offlineTransformCheck, corte tier3_offline_transform_check() en verify-fase1.rs (--tier3-offline-transform-check). Resultado real: targetsTotal=6 baseBytesCapturedCount=6 syntheticCapturedCount=6 liveBytesCapturedCount=3 comparableCount=3 matchCount=3 mismatchCount=0 interferenceDetected=false -- los 3 targets que cargan organicamente coinciden sha256 exacto con lo sintetico, y los 3 que NUNCA cargan en sesion tipica (rendering especial) igual produjeron bytecode transformado con exito. Hipotesis CONFIRMADA tambien sobre el candidato real: se puede saber el bytecode transformado de un target sin esperar su carga organica. Abre una via de diseño real para reemplazar el gate agregado de runtime_transformed_bytes_missing (corte AA) por captura sintetica -- decision NO tomada en este corte (puramente diagnostico). cargo build/bash build.sh limpios, cero warnings nuevos. Detalle en docs/proyecto.md §3.46.
